"","date","new_cases_clarke","cases_cum_clarke","X7_day_ave_clarke","wrf","collection_num","target","mean_copy_num_uL_rxn","mean_copy_num_L","sd_L","mean_total_copies","sd_total_copies"
"1325",2022-01-03,122,19908,191,"MI",142,"N2",2.51198999311797,2153134.27981541,726245.183830229,58602066485581.9,19766286267710.8
"1326",2022-01-03,122,19908,191,"NO",142,"N1",1.19018303671463,1020156.88861254,204891.904238899,29271777624938.7,5879046963245.28
"1327",2022-01-03,122,19908,191,"NO",142,"N2",2.13673467229474,1831486.86196692,416624.088746189,52551599410759.2,11954364877697.8
"1328",2022-01-04,94,20002,192,NA,NA,NA,NA,NA,NA,NA,NA
"1329",2022-01-05,179,20181,193,"CC",143,"N1",1.2818688883337,1098744.76142889,144244.279826262,9233422684340.36,1212172701239.63
"1330",2022-01-05,179,20181,193,"CC",143,"N2",1.68352035308473,1443017.44550119,684668.577687957,12126556123791.8,5753687843078.01
"1331",2022-01-05,179,20181,193,"MI",143,"N1",1.47771625151048,1266613.92986612,299492.811469137,19706023979006.1,4659519673034.52
"1332",2022-01-05,179,20181,193,"MI",143,"N2",1.18674027655932,1017205.95133656,536620.777224013,15825725894823.1,8348764887440.47
"1333",2022-01-05,179,20181,193,"NO",143,"N1",1.34498075883121,1152840.65042675,247890.77122984,22649027792700.7,4870130980426.76
"1334",2022-01-05,179,20181,193,"NO",143,"N2",0.583502254226097,500144.789336655,336396.737354302,9825983521544.88,6608943786715.93
"1335",2022-01-06,333,20514,203,NA,NA,NA,NA,NA,NA,NA,NA
"1336",2022-01-07,316,20830,213,NA,NA,NA,NA,NA,NA,NA,NA
"1337",2022-01-08,318,21148,225,NA,NA,NA,NA,NA,NA,NA,NA
"1338",2022-01-09,192,21340,222,NA,NA,NA,NA,NA,NA,NA,NA
"1339",2022-01-10,164,21504,228,"CC",144,"N1",1.41049696864453,1208997.40169531,169004.182759554,8375088063463.17,1170742725931.52
"1340",2022-01-10,164,21504,228,"CC",144,"N2",2.07147960540272,1775553.94748805,NA,12299795393100.2,NA
"1341",2022-01-10,164,21504,228,"MI",144,"N1",1.76007121656746,1508632.47134354,615806.851725094,21472579586990.6,8764866118853.47
"1342",2022-01-10,164,21504,228,"MI",144,"N2",0.199530678470688,171026.295832018,86703.4912968159,2434241485900.61,1234063068841.95
"1343",2022-01-10,164,21504,228,"NO",144,"N1",1.63714481955586,1403266.98819074,452902.154280094,28100167306868,9069283618878.74
"1344",2022-01-10,164,21504,228,"NO",144,"N2",0.344531278536744,295312.524460066,188254.684964724,5913579821214.65,3769765973495.14
"1345",2022-01-11,294,21798,257,NA,NA,NA,NA,NA,NA,NA,NA
"1346",2022-01-12,149,21947,252,"CC",145,"N1",1.46754687520746,1257897.3216064,208500.120112701,7904350786302.23,1310169009861.86
"1347",2022-01-12,149,21947,252,"CC",145,"N2",2.07575312123539,1779216.96105891,1062279.54656227,11180209023092.9,6675131606464.8
"1348",2022-01-12,149,21947,252,"MI",145,"N1",1.41259296166387,1210793.96714046,202578.29854478,15491728378097.7,2591925679779.06
"1349",2022-01-12,149,21947,252,"MI",145,"N2",1.86955659867192,1602477.08457593,898392.49830191,20503190798849,11494649740850
"1350",2022-01-12,149,21947,252,"NO",145,"N1",0.856623822910889,734248.991066476,275057.885672505,14675408738881.2,5497572278898.79
"1351",2022-01-12,149,21947,252,"NO",145,"N2",0.761296592067877,652539.93605818,416660.77405185,13042292732589.1,8327784224515.08
"1352",2022-01-13,275,22222,244,NA,NA,NA,NA,NA,NA,NA,NA
"1353",2022-01-14,233,22455,232,NA,NA,NA,NA,NA,NA,NA,NA
"1354",2022-01-15,243,22698,221,NA,NA,NA,NA,NA,NA,NA,NA
"1355",2022-01-16,161,22859,217,NA,NA,NA,NA,NA,NA,NA,NA
"1356",2022-01-17,139,22998,213,"CC",146,"N1",0.845195998966601,724453.713399944,111099.802093169,4991084882859.13,765416109351.533
"1357",2022-01-17,139,22998,213,"CC",146,"N2",0.820034354951154,702886.589958132,115782.223285707,4842499346218.01,797675398243.263
"1358",2022-01-17,139,22998,213,"MI",146,"N1",1.11622652898135,956765.596269726,173279.349132403,14197260218639.5,2571258853517.22
"1359",2022-01-17,139,22998,213,"MI",146,"N2",1.26976512289885,1088370.10534187,403026.52036826,16150114155411.7,5980432832231.48
"1360",2022-01-17,139,22998,213,"NO",146,"N1",0.718998293830008,616284.251854293,229011.939733038,13017518219549.6,4837324804259.41
"1361",2022-01-17,139,22998,213,"NO",146,"N2",0.770094002668903,660080.573716202,319510.542021799,13942609873394.9,6748889476881.04
"1362",2022-01-18,82,23080,183,NA,NA,NA,NA,NA,NA,NA,NA
"1363",2022-01-19,277,23357,201,"CC",147,"N1",1.02064281516004,874836.698708608,107724.917396811,5828443434279.05,717698044030.991
"1364",2022-01-19,277,23357,201,"CC",147,"N2",1.34023834035997,1148775.72030854,270372.68709186,7653513294967.16,1801309793262.14
"1365",2022-01-19,277,23357,201,"MI",147,"N1",1.45156002424174,1244194.30649292,232214.437170334,17473304463740.4,3261189623179.22
"1366",2022-01-19,277,23357,201,"MI",147,"N2",1.19223025167397,1021911.64429198,337536.944052362,14351595408025.6,4740325333759.28
"1367",2022-01-19,277,23357,201,"NO",147,"N1",0.929872982957285,797033.985391959,141186.488280485,16775078327652.7,2971535019986.17
"1368",2022-01-19,277,23357,201,"NO",147,"N2",0.553696031376466,474596.598322686,198529.557290404,9988777463467.12,4178427689332.43
"1369",2022-01-20,427,23784,223,NA,NA,NA,NA,NA,NA,NA,NA
"1370",2022-01-21,225,24009,222,NA,NA,NA,NA,NA,NA,NA,NA
"1371",2022-01-22,200,24209,216,NA,NA,NA,NA,NA,NA,NA,NA
"1372",2022-01-23,63,24272,202,NA,NA,NA,NA,NA,NA,NA,NA
"1373",2022-01-24,101,24373,196,"CC",148,"N1",3.94620467479894,3382461.14982766,6203888.21868079,23815444205774.6,43680724533490.2
"1374",2022-01-24,101,24373,196,"CC",148,"N2",4.98185070188385,4270157.74447187,8987474.34928239,30065593959152.4,63279572014321.7
"1375",2022-01-24,101,24373,196,"MI",148,"N1",1.20929498234236,1036538.55629345,253255.678927404,14125404298963.7,3451235686446.9
"1376",2022-01-24,101,24373,196,"MI",148,"N2",1.00307684573194,859780.153484522,340473.416340178,11716633406886.6,4639793309813.79
"1377",2022-01-24,101,24373,196,"NO",148,"N1",0.239276607777451,205094.235237815,77758.5282786286,4161320521902.06,1577704800447.25
"1378",2022-01-24,101,24373,196,"NO",148,"N2",0.0179112475096204,15352.4978653889,29207.5355006855,311499074343.173,592614983703.724
"1379",2022-01-25,95,24468,198,NA,NA,NA,NA,NA,NA,NA,NA
"1380",2022-01-26,135,24603,178,"CC",149,"N1",1.1137050799732,954604.35426274,353162.855312705,6396016897545.4,2366253181308.8
"1381",2022-01-26,135,24603,178,"CC",149,"N2",0.752334076455499,644857.779818999,313835.400332994,4320660426299.21,2102752323110.9
"1382",2022-01-26,135,24603,178,"MI",149,"N1",1.27394135293229,1091949.73108482,160824.240845199,14095158041571.1,2075959201323.98
"1383",2022-01-26,135,24603,178,"MI",149,"N2",1.15791650336718,992499.860029014,304444.805249407,12811434432469.8,3929849078915.53
"1384",2022-01-26,135,24603,178,"NO",149,"N1",0.1931592563692,165565.076887886,136940.067224363,3421955069453.86,2830323677299.9
"1385",2022-01-26,135,24603,178,"NO",149,"N2",0.004,3428.57142857143,0,70862875200,0
"1386",2022-01-27,357,24960,168,NA,NA,NA,NA,NA,NA,NA,NA
